id,item_id,name,topic,statute,statute_ids,summary,requirements,category,jurisdiction,is_applicable,origination_date,effective_date,last_updated,last_verified,next_review_date,filing_deadlines,reporting_frequency,agency_url,agency_name,agency_contact,agency_department,regulation_url,requirements_url,submission_guide_url,forms_url,submission_guidelines,regulation_text,applicable_forms,related_regulations,compliance_notes,verification_method,notification_schedule,sources,version_number,previous_version_id,version_date,change_summary,is_current,version_metadata,state_code,state_agency,actions,dro,notification_override,sections
4763,REG-1741272386164,Title IX of the Education Amendments of 1972,Prohibition of sex discrimination in educational programs,20 U.S.C. §§ 1681–1688,1701,"Title IX is a federal law that protects people from discrimination based on sex in education programs or activities that receive Federal financial assistance. It states that no person in the United States shall, on the basis of sex, be excluded from participation in, be denied the benefits of, or be subjected to discrimination under any education program or activity receiving Federal financial assistance.

Additional Information:
Prohibits covered entities from discriminating on the basis of disability against a qualified individual in regard to recruitment, hiring, wages, promotion, and other employment-related matters.

 	Enforced by multiple federal agencies, including the Department of Justice, Department of Labor, and the EEOC.

Additional Information:
Prohibits covered entities from discriminating on the basis of disability against a qualified individual in regard to recruitment, hiring, wages, promotion, and other employment-related matters.

 	Enforced by multiple federal agencies, including the Department of Justice, Department of Labor, and the EEOC.","Educational institutions must ensure equal opportunities regardless of sex, must have established procedures for handling complaints of sex discrimination, and must have a Title IX coordinator to oversee compliance.

Additional Requirements:
No specific requirements provided",Human Resources,federal,t,,,2025-03-07 15:52:14.873,2025-03-06 14:46:26.164,2026-03-06 14:46:26.164,[],"",https://www.ed.gov,U.S. Department of Education,"",Office for Civil Rights,"","","","",,"",,,"","",,,1,,2025-03-07 15:21:09.709673,,t,,,,"[{""type"": ""attestation"", ""status"": ""pending"", ""enabled"": true, ""required"": false}, {""type"": ""website_publish"", ""status"": ""pending"", ""enabled"": true, ""required"": false}, {""type"": ""community_communication"", ""status"": ""pending"", ""enabled"": true, ""required"": false}, {""type"": ""agency_submission"", ""status"": ""pending"", ""enabled"": true, ""required"": false}]","",,
4654,REG1896,Higher Education Opportunity Act,Health Care and Insurance,Public Law No. 110-315,1766,"Section 488: Requires institutions to disclose policies on all vaccinations.

Additional Information:
Section 488: Requires institutions to disclose policies on all vaccinations.

Additional Information:
The university may maintain a preferred vendor list so long as it is not used to deny or impede a borrower's choice of lenders, offers three or more lenders not affiliated with one another, and doesn't include lenders who have offered financial or other benefits to be included on the list.

 	The university must disclose to borrowers the method and criteria used to select preferred lenders, and offer comparative information to borrowers about each lender's benefits.

 	The university must include in its preferred lender materials a prominent statement that borrowers are not required to use any lender on the list, and may not delay award certification because a preferred lender is not used.

 	The preferred lender list and associated information must be updated annually.",No specific requirements provided,Human Resources,federal,t,,,2025-03-07 15:52:21.615,1970-01-01 00:00:00,,[],"",https://www.dol.gov,Department of Labor,"","","","","","","","",,,"","",,,1,,2025-03-07 15:21:09.709673,,t,,,,"[{""type"": ""attestation"", ""status"": ""pending"", ""enabled"": true, ""required"": false}, {""type"": ""website_publish"", ""status"": ""pending"", ""enabled"": true, ""required"": false}, {""type"": ""community_communication"", ""status"": ""pending"", ""enabled"": true, ""required"": false}, {""type"": ""agency_submission"", ""status"": ""pending"", ""enabled"": true, ""required"": false}]","",,
4661,REG1935,Immigration and Nationality Act (INA),"Immigration,Recruitment Hiring & Termination",8 U.S.C. §§ 1101-1537,1733,"The INA, as amended, sets forth the laws governing the admission and employment of foreign nationals in the United States, including provisions that address employment eligibility and employment verification.

Additional Information:
The INA, as amended, sets forth the laws governing the admission and employment of foreign nationals in the United States, including provisions that address employment eligibility and employment verification.

Additional Information:
The Student and Exchange Visitor Program (SEVP) acts as the bridge for various government organizations that have an interest in information on foreign students.

 	SEVIS was created to improve data collection and reporting, enhance customer service, facilitate compliance with regulations and help Immigration and Customs Enforcement (ICE) better monitor schools and exchange programs, as well as F, M and J non-immigrants.

 	Via SEVIS, the University must keep information and records relating to each F-1 or M-1 student to whom it has issued a Form I-20A or I-20M.

Additional Information:
The Student and Exchange Visitor Program (SEVP) acts as the bridge for various government organizations that have an interest in information on foreign students.

 	SEVIS was created to improve data collection and reporting, enhance customer service, facilitate compliance with regulations and help Immigration and Customs Enforcement (ICE) better monitor schools and exchange programs, as well as F, M and J non-immigrants.

 	Via SEVIS, the University must keep information and records relating to each F-1 or M-1 student to whom it has issued a Form I-20A or I-20M.","No specific requirements provided

Additional Requirements:
All J-1 sponsors must submit an annual report generated from SEVIS and a narrative report. Sponsors must submit an annual report to the Department of State. The report must be filed on an academic, calendar, or fiscal year basis, as stipulated on the program’s designation or re-designation letter. The due dates are:


For Academic Year end designees (June 30th): report due to the Department of State July 31st.
For Calendar Year end designees (December 31st): report due to the Department of State January 31st.
For Fiscal Year end designees (September 30th): report due to Department of State October 31st.

Additional Requirements:
All J-1 sponsors must submit an annual report generated from SEVIS and a narrative report. Sponsors must submit an annual report to the Department of State. The report must be filed on an academic, calendar, or fiscal year basis, as stipulated on the program’s designation or re-designation letter. The due dates are:


For Academic Year end designees (June 30th): report due to the Department of State July 31st.
For Calendar Year end designees (December 31st): report due to the Department of State January 31st.
For Fiscal Year end designees (September 30th): report due to Department of State October 31st.",Human Resources,federal,t,,,2025-03-07 15:52:19.584,1970-01-01 00:00:00,,[],"",https://www.dol.gov,Department of Labor,"","","","","","","","",,,"","",,,1,,2025-03-07 15:21:09.709673,,t,,,,"[{""type"": ""attestation"", ""status"": ""pending"", ""enabled"": true, ""required"": false}, {""type"": ""website_publish"", ""status"": ""pending"", ""enabled"": true, ""required"": false}, {""type"": ""community_communication"", ""status"": ""pending"", ""enabled"": true, ""required"": false}, {""type"": ""agency_submission"", ""status"": ""pending"", ""enabled"": true, ""required"": false}]","",,
4484,REG1788,Higher Education Act: Recognition of Accrediting Agency or Association,Accreditation,Higher Education Act: Recognition of Accrediting Agency or Association,,"The association enforces standards that respect the stated mission of the institution of higher education, including religious missions, and that ensure that the courses or programs of instruction, training, or study offered by the institution of higher education, including distance education or correspondence courses or programs, are of sufficient quality to achieve, for the duration of the accreditation period, the stated objective for which the courses or the programs are offered. 20 U.S.C. § 1099b(a)(4)(A).

Additional Information:
The association enforces standards that respect the stated mission of the institution of higher education, including religious missions, and that ensure that the courses or programs of instruction, training, or study offered by the institution of higher education, including distance education or correspondence courses or programs, are of sufficient quality to achieve, for the duration of the accreditation period, the stated objective for which the courses or the programs are offered. 20 U.S.C. § 1099b(a)(4)(A).

Additional Information:
Each school must make available to prospective and enrolled students:

 	Names of associations, agencies, or governmental bodies that accredit, approve, or license the school and its programs; and

 	Procedures for obtaining or reviewing documents describing accreditation, approval, or licensing.





20 U.S.C. § 1092(a)(1)(J); 34 CFR 668.43

Additional Information:
Each school must make available to prospective and enrolled students:

 	Names of associations, agencies, or governmental bodies that accredit, approve, or license the school and its programs; and

 	Procedures for obtaining or reviewing documents describing accreditation, approval, or licensing.





20 U.S.C. § 1092(a)(1)(J); 34 CFR 668.43","No specific requirements provided

Additional Requirements:
No specific requirements provided",Academic Programs,federal,t,,,2025-03-07 15:52:27.055,1970-01-01 00:00:00,,[],"",https://www.ed.gov,Department of Education,"","","","","","","","",,,"","",,,1,,2025-03-07 15:21:09.709673,,t,,,,"[{""type"": ""attestation"", ""status"": ""pending"", ""enabled"": true, ""required"": false}, {""type"": ""website_publish"", ""status"": ""pending"", ""enabled"": true, ""required"": false}, {""type"": ""community_communication"", ""status"": ""pending"", ""enabled"": true, ""required"": false}, {""type"": ""agency_submission"", ""status"": ""pending"", ""enabled"": true, ""required"": false}]","",,
4682,REG1972,Foreign Corrupt Practices Act (FCPA),International Activities and Programs,"15 U.S.C. §§ 78dd-1, et seq.",1595,"Makes it unlawful for certain classes of persons and entities to make payments to foreign government officials to assist in obtaining or retaining business.

 	The anti-bribery provisions of the FCPA prohibit the willful use of the mails or any means of instrumentality of interstate commerce corruptly in furtherance of any offer, payment, promise to pay, or authorization of the payment of money or anything of value to any person, while knowing that all or a portion of such money or thing of value will be offered, given or promised, directly or indirectly, to a foreign official to influence the foreign official in his or her official capacity, induce the foreign official to do or omit to do an act in violation of his or her lawful duty, or to secure any improper advantage in order to assist in obtaining or retaining business for or with, or directing business to, any person.

Additional Information:
Makes it unlawful for certain classes of persons and entities to make payments to foreign government officials to assist in obtaining or retaining business.

 	The anti-bribery provisions of the FCPA prohibit the willful use of the mails or any means of instrumentality of interstate commerce corruptly in furtherance of any offer, payment, promise to pay, or authorization of the payment of money or anything of value to any person, while knowing that all or a portion of such money or thing of value will be offered, given or promised, directly or indirectly, to a foreign official to influence the foreign official in his or her official capacity, induce the foreign official to do or omit to do an act in violation of his or her lawful duty, or to secure any improper advantage in order to assist in obtaining or retaining business for or with, or directing business to, any person.

Additional Information:
Requires persons acting as agents of foreign principals in a political or quasi-political capacity to make periodic public disclosure of their relationship with the foreign principal, as well as activities, receipts and disbursements in support of those activities.

 	The FARA Registration Unit of the Counterespionage Section (CES) in the National Security Division (NSD) is responsible for the administration and enforcement of the Act.

Additional Information:
Requires persons acting as agents of foreign principals in a political or quasi-political capacity to make periodic public disclosure of their relationship with the foreign principal, as well as activities, receipts and disbursements in support of those activities.

 	The FARA Registration Unit of the Counterespionage Section (CES) in the National Security Division (NSD) is responsible for the administration and enforcement of the Act.","No specific requirements provided

Additional Requirements:
Registration under the Act is accomplished by the filing of an initial statement together with the required exhibits and the filing of a supplemental statement at intervals of 6 months for the duration of the principal-agent relationship requiring registration.

An agent must file with the Department of Justice any informational materials distributed on the behalf of the foreign principal to two or more persons in the United States within 48 hours of distribution.

Additional Requirements:
Registration under the Act is accomplished by the filing of an initial statement together with the required exhibits and the filing of a supplemental statement at intervals of 6 months for the duration of the principal-agent relationship requiring registration.

An agent must file with the Department of Justice any informational materials distributed on the behalf of the foreign principal to two or more persons in the United States within 48 hours of distribution.",Other,federal,t,,,2025-03-07 15:52:18.216,1970-01-01 00:00:00,,[],"",,,"","","","","","","","",,,"","",,,1,,2025-03-07 15:21:09.709673,,t,,,,"[{""type"": ""attestation"", ""status"": ""pending"", ""enabled"": true, ""required"": false}, {""type"": ""website_publish"", ""status"": ""pending"", ""enabled"": true, ""required"": false}, {""type"": ""community_communication"", ""status"": ""pending"", ""enabled"": true, ""required"": false}, {""type"": ""agency_submission"", ""status"": ""pending"", ""enabled"": true, ""required"": false}]","",,
4541,REG4205,Pregnant Workers Fairness Act (PWFA),"Discrimination,Human Resources",42 U.S.C. Chapter 21G,4207,"<li style=""list-style-type: none;"">

 	Makes it an unlawful employment practice for a covered entity to (1) deny reasonable accommodations to known limitations related to pregnancy, childbirth, or related medical conditions, unless the entity can demonstrate an undue hardship; (2) require a qualified employee to accept an accommodation without engaging in an interactive process; (3) deny employment opportunities based on the need to make reasonable accommodations; (4) require a qualified employee to take leave if another reasonable accommodation can be provided; and (5) take an adverse action in the terms, conditions, or privileges of employment against a qualified employee because of a request for or use of an accommodation.

Additional Information:
Requires self-funded employee health plans (including those offered by colleges and universities) to comply with specified provisions of HIPAA, including requirements to protect enrollee information and to train employees administering the plan.

Additional Information:
National Science Foundation new term and condition requires recipients of NSF awards to notify NSF of any findings/determinations of sexual harassment, other forms of harassment, of sexual assault regarding an NSF-funded PI or co-PI.

Additional Information:
National Science Foundation new term and condition requires recipients of NSF awards to notify NSF of any findings/determinations of sexual harassment, other forms of harassment, of sexual assault regarding an NSF-funded PI or co-PI.","Not Applicable

Additional Requirements:
Includes notice requirements pertaining to the plan’s Notice of Privacy Practices

Additional Requirements:
Report must be made by Authorized Organizational Official within 10 days of the date of finding/determination. Must notify also if PI or co-PI is placed on administrative leave or if the institution is taking administrative action against the PI or co-PI.

Additional Requirements:
Report must be made by Authorized Organizational Official within 10 days of the date of finding/determination. Must notify also if PI or co-PI is placed on administrative leave or if the institution is taking administrative action against the PI or co-PI.",Human Resources,federal,t,,,2025-03-07 15:52:19.737,1970-01-01 00:00:00,,[],Not Applicable,https://www.dol.gov,Department of Labor,"","","","","","",Not Applicable,"",,,"","",,,1,,2025-03-07 15:21:09.709673,,t,,,,"[{""type"": ""attestation"", ""status"": ""pending"", ""enabled"": true, ""required"": false}, {""type"": ""website_publish"", ""status"": ""pending"", ""enabled"": true, ""required"": false}, {""type"": ""community_communication"", ""status"": ""pending"", ""enabled"": true, ""required"": false}, {""type"": ""agency_submission"", ""status"": ""pending"", ""enabled"": true, ""required"": false}]","",,
4644,REG1889,Internal Revenue Service: Governance Information Required on Form 990,Governance,Internal Revenue Service: Governance Information Required on Form 990,"1603,1659","The IRS asks 501(c)(3) organizations about their management and governance practices on the Form 990.

Additional Information:
The IRS asks 501(c)(3) organizations about their management and governance practices on the Form 990.

Additional Information:
The guidelines at §8B2.1 set forth the requirements for an effective compliance and ethics program for organizations. Organizations are vicariously liable under federal criminal law for acts committed by their agents. The definition of ""organization"" at 18 U.S.C. §18 includes non-profits such as a university.

Additional Information:
The guidelines at §8B2.1 set forth the requirements for an effective compliance and ethics program for organizations. Organizations are vicariously liable under federal criminal law for acts committed by their agents. The definition of ""organization"" at 18 U.S.C. §18 includes non-profits such as a university.","No specific requirements provided

Additional Requirements:
No specific requirements provided",Other,federal,t,,,2025-03-07 15:52:22.22,1970-01-01 00:00:00,,[],"",,,"","","","","","","","",,,"","",,,1,,2025-03-07 15:21:09.709673,,t,,,,"[{""type"": ""attestation"", ""status"": ""pending"", ""enabled"": true, ""required"": false}, {""type"": ""website_publish"", ""status"": ""pending"", ""enabled"": true, ""required"": false}, {""type"": ""community_communication"", ""status"": ""pending"", ""enabled"": true, ""required"": false}, {""type"": ""agency_submission"", ""status"": ""pending"", ""enabled"": true, ""required"": false}]","",,
4602,REG3637,Outside Earned Income and Activities,Ethics,5 U.S.C. app. 4 §§ 501-505,3638,"Sets forth the limitations on outside income and activities of certain noncareer employees, referred to as “covered noncareer employees.”

Additional Information:
May limit the activities of individuals after they leave Federal Government service (or after they leave certain high-level positions).

Additional Information:
Prohibits employees from being paid by someone other than the United States for doing their official Government duties.

Additional Information:
May limit the activities of individuals after they leave Federal Government service (or after they leave certain high-level positions).","No specific requirements provided

Additional Requirements:
No specific requirements provided",Human Resources,federal,t,,,2025-03-07 15:52:24.471,1970-01-01 00:00:00,,[],"",https://www.dol.gov,Department of Labor,"","","","","","","","",,,"","",,,1,,2025-03-07 15:21:09.709673,,t,,,,"[{""type"": ""attestation"", ""status"": ""pending"", ""enabled"": true, ""required"": false}, {""type"": ""website_publish"", ""status"": ""pending"", ""enabled"": true, ""required"": false}, {""type"": ""community_communication"", ""status"": ""pending"", ""enabled"": true, ""required"": false}, {""type"": ""agency_submission"", ""status"": ""pending"", ""enabled"": true, ""required"": false}]","",,
4492,REG3223,Section 504 of The Rehabilitation Act of 1973,Athletics,29 U.S.C. § 701,1665,"Prohibits discrimination on the basis of disability at any federally-funded institution. This covers admissions, recruitment, educational and/or academic programs and services, housing and non-academic programs and services such as counseling, placement, physical education and athletics, student clubs and organizations. This list is not exhaustive.

Additional Information:
Prohibits discrimination on the basis of disability at any federally-funded institution. This covers admissions, recruitment, educational and/or academic programs and services, housing and non-academic programs and services such as counseling, placement, physical education and athletics, student clubs and organizations. This list is not exhaustive.

Additional Information:
Prohibits discrimination on the basis of disability at any federally-funded institution. This covers admissions, recruitment, educational and/or academic programs and services, housing and non-academic programs and services such as counseling, placement, physical education and athletics, student clubs and organizations. This list is not exhaustive.

Additional Information:
Prohibits discrimination on the basis of disability at any federally-funded institution. This covers admissions, recruitment, educational and/or academic programs and services, housing and non-academic programs and services such as counseling, placement, physical education and athletics, student clubs and organizations. This list is not exhaustive.","No specific requirements provided

Additional Requirements:
No specific requirements provided",Academic Programs,federal,t,,,2025-03-07 15:52:26.681,1970-01-01 00:00:00,,[],"",https://www.ed.gov,Department of Education,"","","","","","","","",,,"","",,,1,,2025-03-07 15:21:09.709673,,t,,,,"[{""type"": ""attestation"", ""status"": ""pending"", ""enabled"": true, ""required"": false}, {""type"": ""website_publish"", ""status"": ""pending"", ""enabled"": true, ""required"": false}, {""type"": ""community_communication"", ""status"": ""pending"", ""enabled"": true, ""required"": false}, {""type"": ""agency_submission"", ""status"": ""pending"", ""enabled"": true, ""required"": false}]","",,
4474,REG1975,Qualified Tuition and Student Loan Interest Reporting,Accounting,26 U.S.C. § 6050S,1653,"Institutions must report to the IRS

(1) qualified tuition and related expenses and
(2) student loan interest to the IRS.

 	Institutions must also provide payors with a statement that includes the tax information furnished to the IRS.

Additional Information:
Prohibits “every contract, combination…, or conspiracy, in restraining of trade or commerce among the several States, or with foreign nations.”

 	This law has been applied to colleges and universities in a number of instances regarding purchases.

 	The Department of Justice interpreted this law to mean that financial aid awards must be established independently and not in concert with other institutions.

 	May also apply to establishing prices for items in a bookstore based on collaboration with a wholesaler or another retailer.

 	Section 568 - known as the antitrust exemption - allows colleges and universities to collaborate on a common formula for determining a student's financial need.

Additional Information:
The Uniform Guidance streamlines and consolidates the federal government’s guidance on administrative rules, cost principles, and audit requirements for federal awards (including sponsored research awards and others awarded to institutions) across the entire federal government. Also requires disclosures of potential conflicts of interest or criminal violations.

 	Department of Education exceptions to the Uniform Guidance are available here.

Additional Information:
Regulates unrelated business income, which is income from a trade or business, regularly carried on, that is not substantially related to the charitable, educational, or other purpose that is the basis of the organization's exemption.

Additional Information:
Regulates unrelated business income, which is income from a trade or business, regularly carried on, that is not substantially related to the charitable, educational, or other purpose that is the basis of the organization's exemption.","Institutions must complete Form 1098-T (qualified tuition payments) and Form 1098-E (student loan interest payments), both of which must be filed with the IRS on or before February 28th, or March 31st if filed electronically.

The required statement to all persons who made qualified tuition or student loan interest payments must be sent to the payor on or before January 31st of the year following the calendar year in which payments were received or amounts were billed for qualified tuition and related expenses, or in which the student loan interest payments were received. The statement may simply be a copy of Form 1098-T or Form 1098-E, respectively.

Institutions must certify that they have met the regulatory requirements for soliciting student taxpayer identification numbers (TINs) at least once during the year.

Additional Requirements:
No specific requirements provided

Additional Requirements:
Higher education institutions that receive aggregate federal awards totaling $50 million or more per fiscal year must disclose their cost accounting practices by filing a Disclosure Statement (DS-2), and amendments to the DS-2 must be filed six months in advance of a disclosed practice being changed.

Additional Requirements:
Unrelated business income must be reported to the IRS on Form 990-T. Various deadlines apply.

Additional Requirements:
Unrelated business income must be reported to the IRS on Form 990-T. Various deadlines apply.",Finance,federal,t,,,2025-03-07 15:52:28.128,1970-01-01 00:00:00,,[],"Institutions must complete Form 1098-T (qualified tuition payments) and Form 1098-E (student loan interest payments), both of which must be filed with the IRS on or before February 28th, or March 31st if filed electronically.

The required statement to all persons who made qualified tuition or student loan interest payments must be sent to the payor on or before January 31st of the year following the calendar year in which payments were received or amounts were billed for qualified tuition and related expenses, or in which the student loan interest payments were received. The statement may simply be a copy of Form 1098-T or Form 1098-E, respectively.

Institutions must certify that they have met the regulatory requirements for soliciting student taxpayer identification numbers (TINs) at least once during the year.",,,"","","","","","","Institutions must complete Form 1098-T (qualified tuition payments) and Form 1098-E (student loan interest payments), both of which must be filed with the IRS on or before February 28th, or March 31st if filed electronically.

The required statement to all persons who made qualified tuition or student loan interest payments must be sent to the payor on or before January 31st of the year following the calendar year in which payments were received or amounts were billed for qualified tuition and related expenses, or in which the student loan interest payments were received. The statement may simply be a copy of Form 1098-T or Form 1098-E, respectively.

Institutions must certify that they have met the regulatory requirements for soliciting student taxpayer identification numbers (TINs) at least once during the year.","",,,"","",,,1,,2025-03-07 15:21:09.709673,,t,,,,"[{""type"": ""attestation"", ""status"": ""pending"", ""enabled"": true, ""required"": false}, {""type"": ""website_publish"", ""status"": ""pending"", ""enabled"": true, ""required"": false}, {""type"": ""community_communication"", ""status"": ""pending"", ""enabled"": true, ""required"": false}, {""type"": ""agency_submission"", ""status"": ""pending"", ""enabled"": true, ""required"": false}]","",,
4842,PA-paHigherEd-1741801795542,Pennsylvania Department of Education (PDE),Higher Education,"",,"The Pennsylvania Department of Education (PDE) oversees 500 public school districts, more than 170 public charter schools, public cyber charter schools, Career and Technology Centers/Vocational Technical schools, public Intermediate Units, the education of youth in State Juvenile Correctional Institutions, Head Starts and publicly funded preschools, and community colleges.
PDE also oversees policies related to public, academic, and school libraries, and the State Library of Pennsylvania.
Clearan","The Pennsylvania Department of Education (PDE) oversees 500 public school districts, more than 170 public charter schools, public cyber charter schools, Career and Technology Centers/Vocational Technical schools, public Intermediate Units, the education of youth in State Juvenile Correctional Institutions, Head Starts and publicly funded preschools, and community colleges.
PDE also oversees policies related to public, academic, and school libraries, and the State Library of Pennsylvania.
Clearances & Background Checks
Continuing Education and Professional Development
Child Labor Laws
Special Education
Certification Testing Requirements
Accessibility
Transcripts & Diplomas
2024-25 Education Budget
State Board of Higher Education to Embark on Statewide Stakeholder Engagement Tour to Help Develop Strategic Plan
Shapiro Administration Highlights Commonsense Investments to Fight Food Insecurity at Millersville University
Shapiro Administration Invites Nominations for National RISE Award to Honor Exceptional School Employees Across Pennsylvania
Shapiro Administration Announces $300,000 to Educate Students Recovering at Home from Serious Medical Conditions
Contact Us Form
Contact by Phone
PDE Executive Staff
PDE Press Office
State Library of Pennsylvania
Collecting, preserving, and providing access to materials for, by, and about Pennsylvania.
Professional Standards and Practices Commission
The Professional Standards and Practices Commission sets preparation, certification, practice, and conduct standards for teachers.
State Board of Education
The State Board of Education reviews, develops, and adopts regulations that govern basic and higher education in the Commonwealth.
State Board of Higher Education
Provide direction, coordination, and support to ensure that institutions of higher education fully meet the workforce and economic development needs of this Commonwealth.
",Campus Safety,state,t,,,2025-03-12 19:09:06.02,2025-03-12 19:08:11.737,,,,https://www.education.pa.gov/Postsecondary-Adult/Pages/default.aspx,paHigherEd,,paHigherEd,https://www.education.pa.gov/agencies/education.html,,,,,,,,,,,"[{""url"": ""https://www.education.pa.gov/agencies/education.html"", ""type"": ""web-scrape"", ""lastChecked"": ""2025-03-12T19:08:11.737Z""}]",5,4842,2025-03-12 17:49:55.576564,,t,,PA,paHigherEd,"[{""type"": ""attestation"", ""status"": ""pending"", ""enabled"": true, ""required"": false}, {""type"": ""website_publish"", ""status"": ""pending"", ""enabled"": true, ""required"": false}, {""type"": ""community_communication"", ""status"": ""pending"", ""enabled"": true, ""required"": false}, {""type"": ""agency_submission"", ""status"": ""pending"", ""enabled"": true, ""required"": false}]","",,
4840,PA-paCHE-1741801720622,Pennsylvania Department of Education (PDE),Higher Education,"",,"The Pennsylvania Department of Education (PDE) oversees 500 public school districts, more than 170 public charter schools, public cyber charter schools, Career and Technology Centers/Vocational Technical schools, public Intermediate Units, the education of youth in State Juvenile Correctional Institutions, Head Starts and publicly funded preschools, and community colleges.
PDE also oversees policies related to public, academic, and school libraries, and the State Library of Pennsylvania.
Clearan","The Pennsylvania Department of Education (PDE) oversees 500 public school districts, more than 170 public charter schools, public cyber charter schools, Career and Technology Centers/Vocational Technical schools, public Intermediate Units, the education of youth in State Juvenile Correctional Institutions, Head Starts and publicly funded preschools, and community colleges.
PDE also oversees policies related to public, academic, and school libraries, and the State Library of Pennsylvania.
Clearances & Background Checks
Continuing Education and Professional Development
Child Labor Laws
Special Education
Certification Testing Requirements
Accessibility
Transcripts & Diplomas
2024-25 Education Budget
State Board of Higher Education to Embark on Statewide Stakeholder Engagement Tour to Help Develop Strategic Plan
Shapiro Administration Highlights Commonsense Investments to Fight Food Insecurity at Millersville University
Shapiro Administration Invites Nominations for National RISE Award to Honor Exceptional School Employees Across Pennsylvania
Shapiro Administration Announces $300,000 to Educate Students Recovering at Home from Serious Medical Conditions
Contact Us Form
Contact by Phone
PDE Executive Staff
PDE Press Office
State Library of Pennsylvania
Collecting, preserving, and providing access to materials for, by, and about Pennsylvania.
Professional Standards and Practices Commission
The Professional Standards and Practices Commission sets preparation, certification, practice, and conduct standards for teachers.
State Board of Education
The State Board of Education reviews, develops, and adopts regulations that govern basic and higher education in the Commonwealth.
State Board of Higher Education
Provide direction, coordination, and support to ensure that institutions of higher education fully meet the workforce and economic development needs of this Commonwealth.
",Campus Safety,state,t,,,2025-03-12 19:09:15.595,2025-03-12 19:08:35.19,,,,https://www.education.pa.gov/Postsecondary-Adult/College%20and%20Career%20Education/Pages/default.aspx,paCHE,,paCHE,https://www.education.pa.gov/agencies/education.html,,,,,,,,,,,"[{""url"": ""https://www.education.pa.gov/agencies/education.html"", ""type"": ""web-scrape"", ""lastChecked"": ""2025-03-12T19:08:35.190Z""}]",23,4840,2025-03-12 17:48:42.231851,,t,,PA,paCHE,"[{""type"": ""attestation"", ""status"": ""pending"", ""enabled"": true, ""required"": false}, {""type"": ""website_publish"", ""status"": ""pending"", ""enabled"": true, ""required"": false}, {""type"": ""community_communication"", ""status"": ""pending"", ""enabled"": true, ""required"": false}, {""type"": ""agency_submission"", ""status"": ""pending"", ""enabled"": true, ""required"": false}]","",,
4844,PA-paHigherEd-1741802622301,Certification Testing Requirements,Higher Education,"",,"Pennsylvania Department of Education (PDE)
Overview
The Pennsylvania Department of Education (PDE) oversees 500 public school districts, more than 170 public charter schools, public cyber charter schools, Career and Technology Centers/Vocational Technical schools, public Intermediate Units, the education of youth in State Juvenile Correctional Institutions, Head Starts and publicly funded preschools, and community colleges.
PDE also oversees policies related to public, academic, and school libra","Pennsylvania Department of Education (PDE)
Overview
The Pennsylvania Department of Education (PDE) oversees 500 public school districts, more than 170 public charter schools, public cyber charter schools, Career and Technology Centers/Vocational Technical schools, public Intermediate Units, the education of youth in State Juvenile Correctional Institutions, Head Starts and publicly funded preschools, and community colleges.
PDE also oversees policies related to public, academic, and school libraries, and the State Library of Pennsylvania.
Certification
Login to TIMS
•
Clearances & Background Checks
•
Continuing Education and Professional Development
•
Child Labor Laws
•
Special Education
•
Certification Testing Requirements
•
Accessibility
•
Transcripts & Diplomas
•
2024-25 Education Budget
Teach in PA
EmpowerU
Food & Nutrition
Career and Technical Education
New Releases
•
State Board of Higher Education to Embark on Statewide Stakeholder Engagement Tour to Help Develop Strategic Plan
•
Shapiro Administration Highlights Commonsense Investments to Fight Food Insecurity at Millersville University
•
Shapiro Administration Invites Nominations for National RISE Award to Honor Exceptional School Employees Across Pennsylvania
•
Shapiro Administration Announces $300,000 to Educate Students Recovering at Home from Serious Medical Conditions
Contact Information & Affiliates
•
Contact Us Form
•
Contact by Phone
•
PDE Executive Staff
•
PDE Press Office
•
State Library of Pennsylvania
Collecting, preserving, and providing access to materials for, by, and about Pennsylvania.
•
Professional Standards and Practices Commission
The Professional Standards and Practices Commission sets preparation, certification, practice, and conduct standards for teachers.
•
State Board of Education
The State Board of Education reviews, develops, and adopts regulations that govern basic and higher education in the Commonwealth.
•
State Board of Higher Education
Provide direction, coordination, and support to ensure that institutions of higher education fully meet the workforce and economic development needs of this Commonwealth.",Academic Programs,state,t,,,2025-03-12 18:41:17.121,2025-03-12 18:40:49.246,,,,https://www.education.pa.gov/Postsecondary-Adult/Pages/default.aspx,paHigherEd,,paHigherEd,https://www.education.pa.gov/social-media-policy-and-disclaimer.html,,,,,,,,,,,"[{""url"": ""https://www.education.pa.gov/social-media-policy-and-disclaimer.html"", ""type"": ""web-scrape"", ""lastChecked"": ""2025-03-12T18:40:49.246Z""}]",19,4844,2025-03-12 18:03:42.335663,,t,,PA,paHigherEd,"[{""type"": ""attestation"", ""status"": ""pending"", ""enabled"": true, ""required"": false}, {""type"": ""website_publish"", ""status"": ""pending"", ""enabled"": true, ""required"": false}, {""type"": ""community_communication"", ""status"": ""pending"", ""enabled"": true, ""required"": false}, {""type"": ""agency_submission"", ""status"": ""pending"", ""enabled"": true, ""required"": false}]","",,
